"","Country.code","Region.code","Year","VA_Agriculture","VA_Mining","VA_Manufacturing","VA_Utilities","VA_Construction","VA_Trade..restaurants.and.hotels","VA_Transport..storage.and.communication","VA_Finance..insurance..real.estate.and.business.services","VA_Government.services","VA_Community..social.and.personal.services","VA_Summation.of.sector.GDP","EMP_Agriculture","EMP_Mining","EMP_Manufacturing","EMP_Utilities","EMP_Construction","EMP_Trade..restaurants.and.hotels","EMP_Transport..storage.and.communication","EMP_Finance..insurance..real.estate.and.business.services","EMP_Government.services","EMP_Community..social.and.personal.services","EMP_Summation.of.sector.GDP","VAQ_ Agriculture","VAQ_ Mining","VAQ_ Manufacturing","VAQ_ Utilities","VAQ_ Construction","VAQ_ Trade..restaurants.and.hotels","VAQ_ Transport..storage.and.communication","VAQ_ Finance..insurance..real.estate.and.business.services","VAQ_ Government.services","VAQ_ Community..social.and.personal.services","VAQ_ Summation.of.sector.GDP","base.yr.Q"
"94","BOL","LAM",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,81,194,7,68,147,108,15,NA,398,1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"95","BOL","LAM",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,84,172,8,62,142,105,15,NA,423,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"96","BOL","LAM",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,86,167,8,57,156,109,18,NA,441,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"97","BOL","LAM",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,115,167,7,59,161,111,22,NA,483,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"98","BOL","LAM",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,81,158,7,55,180,120,26,NA,554,2094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"99","BOL","LAM",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,56,155,6,61,214,130,22,NA,559,2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"100","BOL","LAM",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,51,162,5,66,222,129,25,NA,580,2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"101","BOL","LAM",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963,53,154,5,66,213,128,26,NA,551,2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"102","BOL","LAM",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994,58,163,5,92,232,132,30,NA,566,2271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"103","BOL","LAM",1990,2522.2606281821,1682.92548029696,2787.14586496715,263.821440653379,504.239366410088,1994.61774687535,1530.8026334686,696.786466241788,NA,2380.77574267041,14363.3753697658,1051,65,205,6,98,217,138,38,NA,600,2417,6062.57415436939,4538.15429769079,5806.19928663767,1023.37187866351,1214.85518236354,4977.5021000692,4659.42705670081,2043.55236893202,NA,8805.04058180653,39132.8044994968,"VA_Q05"
"104","BOL","LAM",1991,2777.67906566811,1396.31143348145,3168.08587449437,353.981293170214,550.118685164263,2166.85118774379,1769.90646585107,792.021468623591,NA,2555.39002140819,15529.4115080241,1121,71,241,7,135,267,137,54,NA,498,2531,5847.69624416545,4074.05382799069,5343.34295046647,962.007208351768,1131.05896049902,4651.25815300175,4357.9860525916,1899.73073959951,NA,7861.3734686377,36128.507605304,"VA_Q05"
"105","BOL","LAM",1992,2675.97941257897,1351.91391326128,3184.84588554811,489.456972341786,577.221670830658,2147.70343898249,1953.60843270903,928.280464786147,NA,2807.62646031228,16116.6366513508,1169,63,264,7,154,276,139,65,NA,483,2620,5059.97242441612,3729.99968577706,4832.12176487771,909.714855490424,1135.87773236559,4285.2801819855,4119.87748098724,1909.72608346459,NA,7402.61476100371,33385.184970368,"VA_Q05"
"106","BOL","LAM",1993,2905.11074005657,1028.09947485117,3346.18811727978,637.291945767363,665.670085846063,2269.4404022937,2198.08965009583,1069.45047896584,NA,3146.73033272664,17266.071227883,1161,52,264,4,145,321,169,75,NA,500,2690,5063.47099404222,3793.75192652098,4831.58104939913,1009.45098279945,1153.77409519969,4243.74814776893,4132.66799946088,2037.55045765062,NA,7355.61390839888,33621.6095612408,"VA_Q05"
"107","BOL","LAM",1994,3231.62695314704,1038.60025980562,3531.5477076404,730.241837027293,663.507551500639,2410.87194724452,2295.04577351435,1162.09704106759,NA,3356.65785591537,18420.963987616,1171,54,295,5,194,396,164,74,NA,501,2852,5109.39167693151,3712.57404539086,4818.67565147632,1063.14620390738,1104.5674845791,4156.70222148204,4142.8951279248,2110.95119275117,NA,7138.26736909243,33357.1709735356,"VA_Q05"
"108","BOL","LAM",1995,3366.18930159923,1366.85557236127,3789.94966670661,774.434365420115,671.129599796923,2560.13102833528,2284.6516533401,1239.6571874783,NA,3508.8482636503,19561.1438851805,1159,68,319,4,182,435,171,74,NA,518,2932,4747.09994411332,3649.39896517845,4714.0705292542,1058.34678250698,1073.10460616744,3913.63428405138,4020.45281721277,2030.95763708179,NA,6726.75657513733,31933.8221407037,"VA_Q05"
"109","BOL","LAM",1996,3414.37084511062,1421.79942967886,3954.35962264314,719.557492151412,634.262352707439,2706.35705604185,2501.7769847439,1486.57243030925,NA,3683.08260020103,20521.4974967496,1153,57,358,7,184,475,163,82,NA,545,3024,4622.61176776059,3264.30270503626,4511.66395479963,997.888999810693,1067.79253514448,3752.98613553482,3920.36983023314,2101.59527787895,NA,6293.88344739212,30533.0946535907,"VA_Q05"
"110","BOL","LAM",1997,3833.96695638467,1620.4727551048,3731.53036942831,704.097263356657,737.420008511135,2808.98399894786,2791.08845062415,1968.51031560713,NA,4064.14073309986,22259.5937631914,1117,66,388,8,215,455,205,97,NA,555,3106,4650.37421266938,3331.04033970135,4428.83966617943,1005.85323336665,1078.66960240792,3759.91641159694,4120.91281743712,2417.75028731935,NA,6351.06839129423,31145.0420498456,"VA_Q05"
"111","BOL","LAM",1998,3444.91092544748,1510.35336920837,3817.2549852176,762.169061313481,1040.69873356718,2981.66596845649,3260.7783387693,2359.92713938807,NA,4512.41376973364,23689.5895930425,1094,69,385,8,212,508,207,89,NA,581,3153,4196.59142169701,3320.79623885744,4285.74422474056,973.688456769746,1382.74249426368,3620.30304123904,4165.70842456428,2703.13629620278,NA,6210.39591397484,30859.1065123094,"VA_Q05"
"112","BOL","LAM",1999,3688.51240505617,1509.48831862361,3781.51953069658,793.737829999557,909.274632037339,2951.38760805512,3289.91043802582,2964.67434028947,NA,4780.3351843132,24669.9956551172,1072,73,384,8,210,569,209,82,NA,613,3221,4265.0410472247,3142.02333141746,4373.06795713002,1010.94701783059,1140.3482361129,3615.14653576218,4097.51268426991,3178.41742405936,NA,6333.14980370098,31155.6540375081,"VA_Q05"
"113","BOL","LAM",2000,3781.58507078741,1912.41603535291,3861.90092777873,848.090517880437,884.597725603767,3013.81040989829,3305.30642233535,2859.91848811072,NA,4931.8429387471,25400.0301858443,1053,76,357,13,303,614,170,133,NA,607,3327,4290.43938151567,3250.82643542515,4328.06988793818,1000.29749161924,1062.07892007411,3640.0494346908,4076.45097932199,3038.52298128024,NA,6307.32219589226,30994.0577077576,"VA_Q05"
"114","BOL","LAM",2001,4020.63029501608,1918.39891495718,4047.69765184088,902.24522749309,841.90757790449,3136.99387534004,3500.14757940601,2742.26158831181,NA,5388.65962120248,26499.5062347392,1051,45,397,12,222,730,201,115,NA,616,3388,4457.09142381586,3213.68471967695,4462.16655322051,1011.07855805944,991.905846975216,3694.6942065842,4216.30472872865,3023.64931863622,NA,6499.54905755335,31569.5605099832,"VA_Q05"
"115","BOL","LAM",2002,4088.96734499002,2023.0448541943,4114.5825564662,919.920203448661,983.4013797157,3268.72372532908,3761.53812003372,2586.57950667012,NA,5670.98507985543,27417.1859182798,1021,36,488,8,245,741,201,90,NA,648,3479,4420.85138933349,3252.01815262723,4417.51027479312,1020.71049208317,1138.20635341953,3722.00159797267,4344.00575490497,2821.57122934284,NA,6610.39511812292,31747.2703625999,"VA_Q05"
"116","BOL","LAM",2003,4439.81357312543,2498.73049748325,4227.22384717452,975.882988221867,761.690827150729,3302.61878280011,4078.73152603294,2365.19423746383,NA,5956.78548694595,28607.2059114387,836,78,485,14,306,859,212,93,NA,680,3561,4610.2058409102,3273.77495063592,4398.68440503945,1007.93169062653,833.266262521134,3635.39114276849,4328.1772597492,2546.26940605016,NA,6524.5816645485,31158.2826228496,"VA_Q05"
"117","BOL","LAM",2004,4715.27147834447,3345.8297618007,4426.53989148595,977.519087198837,748.770470849655,3532.89529694848,4196.2662843611,2210.21996419165,NA,6237.21227245436,30391.5411681523,888,83,515,15,325,913,226,99,NA,723,3787,4398.07339700694,3409.37104411992,4419.42326786619,988.70235288702,810.278432134658,3579.66168073542,4285.22407960801,2337.30252883009,NA,6413.09454191395,30641.6396553607,"VA_Q05"
"118","BOL","LAM",2005,4498.48176116745,3756.57647896676,4435.58324925858,989.537218849781,839.472265240429,3571.84305422654,4296.90936473508,2263.35590097272,NA,6437.43982512985,31089.1991185472,1003,65,515,14,318,799,284,107,NA,721,3827,4498.48176116745,3756.57647896676,4435.58324925858,989.537218849781,839.472265240429,3571.84305422654,4296.90936473508,2263.35590097272,NA,6437.43982512985,31089.1991185472,"VA_Q05"
"119","BOL","LAM",2006,4506.86078204242,4786.20980111869,4668.99100050952,955.26585783799,983.56005108848,3691.26943374257,4192.48085703697,2296.32079507552,NA,6364.84613882463,32445.8047172768,1064,49,513,13,277,807,271,155,NA,795,3943,4253.11127114516,3589.32051520508,4347.4252486468,933.259263087608,824.124517692859,3349.49354384378,4049.2134340702,2202.45593175247,NA,6028.01050489022,29576.8633445128,"VA_Q05"
"120","BOL","LAM",2007,4428.02494739121,5434.97980596689,5048.94465975814,968.737808506069,1060.63049069592,4053.58373772043,4147.19404013813,2558.39532937906,NA,6785.02930505514,34485.520124611,983,64,544,15,348,793,288,144,NA,893,4072,4045.85444669511,3672.70145219521,4409.98993499881,930.950163493421,901.321214563049,3354.9417100434,4007.20799156854,2282.71728280951,NA,5979.46541819459,29584.7202095047,"VA_Q05"
"121","BOL","LAM",2008,4998.99545894275,6814.86479251729,5346.85858815744,966.63904891244,1107.84688699731,4462.7229952047,4024.82003664938,2754.74279634669,NA,6908.07783170253,37385.5684354305,969,52,555,18,355,994,356,140,NA,799,4237,3835.2207484343,4171.18434073173,4222.74900070654,890.482012641948,909.124620478996,3223.58455088691,3850.29349519617,2233.93973060109,NA,5714.15762767034,29050.3394761174,"VA_Q05"
"122","BOL","LAM",2009,5559.97821502647,6462.68112374974,5791.79756454433,1077.59135791784,1240.19256243832,4852.64249662126,4392.28039616529,2989.4866292065,NA,8087.87401930959,40454.9339398018,905,43,580,14,395,937,338,172,NA,921,4305,4105.98759525896,4219.84939590554,4570.03586911715,976.016801945346,1040.32004907309,3470.32747078595,4197.32278066971,2419.76805115111,NA,6228.81390011952,31228.0323392039,"VA_Q05"
"123","BOL","LAM",2010,5459.60092130653,7367.88865694226,5922.28542521342,1147.56428440167,1402.15509874253,5164.61096576787,4716.79029682999,3178.57393952506,NA,8431.98679113338,42791.4563798627,819,38,604,11,433,893,333,321,NA,1057,4508,3775.41408212653,4085.26787263419,4362.72612538889,974.534000403546,1040.08732385658,3350.84197557606,4217.89901543451,2410.22800881972,NA,6004.22707952971,30221.9877317169,"VA_Q05"
"124","BOL","LAM",2011,5514.69076469292,8746.04769704207,5835.78988843266,1120.45265059712,1439.85463309087,5304.58467844039,4738.4183587809,3158.37985877194,NA,8653.72321326067,44511.6023148603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3466.58070904221,3829.7689356823,4029.69217445894,932.069972293148,1000.63447863081,3089.81535243428,3986.9242150602,2294.19553631806,NA,5619.57409369459,28249.5948958637,"VA_Q05"
"125","BRA","LAM",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12637,97,2254,174,709,1332,587,461,690,694,19635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"126","BRA","LAM",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12886,98,2326,178,731,1394,613,489,732,737,20183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"127","BRA","LAM",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13140,100,2399,182,754,1458,640,518,777,782,20749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"128","BRA","LAM",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13400,101,2475,186,777,1525,669,549,824,830,21337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"129","BRA","LAM",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13665,102,2554,190,801,1596,699,583,875,881,21945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"130","BRA","LAM",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13935,104,2635,195,826,1670,730,618,929,935,22575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"131","BRA","LAM",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14212,105,2719,199,852,1747,762,655,986,992,23229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"132","BRA","LAM",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14494,107,2805,204,878,1829,796,695,1047,1053,23907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"133","BRA","LAM",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14783,108,2895,208,906,1913,831,737,1111,1118,24610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"134","BRA","LAM",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15077,110,2987,213,934,2002,868,781,1179,1187,25339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"135","BRA","LAM",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15379,111,3082,218,963,2096,907,829,1252,1260,26097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"136","BRA","LAM",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15492,115,3201,233,1043,2187,922,894,1310,1319,26715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"137","BRA","LAM",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15605,118,3323,250,1129,2283,937,964,1371,1380,27360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"138","BRA","LAM",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15718,122,3450,267,1222,2382,953,1040,1434,1444,28033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"139","BRA","LAM",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15831,125,3582,286,1323,2486,968,1122,1501,1510,28735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"140","BRA","LAM",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15943,129,3718,306,1432,2594,984,1211,1570,1580,29467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"141","BRA","LAM",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16055,133,3859,327,1550,2707,1000,1306,1642,1653,30232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"142","BRA","LAM",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16166,137,4006,350,1678,2824,1016,1408,1717,1729,31032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"143","BRA","LAM",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16277,141,4157,375,1816,2946,1032,1518,1796,1808,31867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"144","BRA","LAM",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16387,145,4314,401,1965,3073,1049,1637,1878,1890,32741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"145","BRA","LAM",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16496,150,4476,429,2126,3206,1065,1765,1964,1977,33654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"146","BRA","LAM",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17087,145,4509,377,1947,3632,1101,2028,2394,2409,35627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"147","BRA","LAM",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17672,140,4537,323,1762,4062,1136,2292,2829,2847,37600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"148","BRA","LAM",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19105,160,5326,343,2527,4725,1327,2563,3049,3068,42193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"149","BRA","LAM",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18821,156,5600,390,2770,4884,1340,2872,3187,3208,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"150","BRA","LAM",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18534,152,5886,444,3036,5047,1353,3216,3330,3352,44350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"151","BRA","LAM",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18243,147,6183,505,3326,5212,1365,3600,3478,3501,45560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"152","BRA","LAM",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19827,144,6928,579,3753,5531,1378,3874,3975,4001,49991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"153","BRA","LAM",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19366,141,6923,663,4024,6150,1477,4145,4346,4374,51609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"154","BRA","LAM",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18359,137,7070,754,3804,6115,1454,4325,4306,4334,50661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"155","BRA","LAM",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19097,249,6347,382,4444,5421,1537,4154,4200,4227,50059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"156","BRA","LAM",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17191,239,7345,434,4677,6759,1987,4385,4554,4583,52153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"157","BRA","LAM",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18314,291,7600,422,4364,7177,1640,4833,5151,5184,54976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"158","BRA","LAM",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17173,344,7405,457,4085,7442,2059,5295,5649,5686,55596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"159","BRA","LAM",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19347,326,7696,456,3721,7738,1624,5530,5560,5596,57594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"160","BRA","LAM",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21673,307,8618,430,4399,8342,1686,6024,5177,5210,61865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"161","BRA","LAM",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18814,296,9822,437,4646,9181,2210,5554,6295,6335,63590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"162","BRA","LAM",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18613,306,9910,449,4948,9815,1970,5861,6968,7013,65855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"163","BRA","LAM",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18675,317,10331,505,4961,10456,2034,5909,7446,7494,68129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"164","BRA","LAM",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18556,325,10652,447,4926,10998,2078,6365,7572,7621,69539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VA_Q05"
"165","BRA","LAM",1990,86206.8965517241,0,172413.793103448,0,0,172413.793103448,86206.8965517241,172413.793103448,172413.793103448,0,862068.965517241,18784,336,10452,460,5027,11795,2677,6191,7732,7782,71235,5493362068.96552,2380517241.37931,19520172413.7931,3838534482.75862,6921637931.03448,14752413793.1034,7651724137.93103,24508534482.7586,19930344827.5862,4085517241.37931,109082672413.793,"VA_Q05"
"166","BRA","LAM",1991,52083.3333333333,17361.1111111111,190972.222222222,17361.1111111111,34722.2222222222,138888.888888889,52083.3333333333,121527.777777778,173611.111111111,52083.3333333333,868055.555555556,19234,312,9931,436,4702,11989,2639,6202,7791,8169,71404,1136875000,483819444.444444,3838420138.88889,806041666.666667,1345711805.55556,2946093750,1579479166.66667,4725555555.55556,4264826388.88889,874236111.111111,22001059027.7778,"VA_Q05"
"167","BRA","LAM",1992,49908.8331980249,14972.6499594075,207953.471658437,29945.299918815,46581.5776514899,141408.360727737,56563.3442910949,224589.749391112,169690.032873285,46581.5776514899,988194.897320894,19705,294,9484,413,4407,12148,2619,6176,7820,8389,71455,109992413.857354,45400401.93247,365748565.952859,82642373.2648362,126422401.746144,279308130.481654,165630781.106512,417820115.256132,415384564.196069,85806593.289591,2094158004.71139,"VA_Q05"
"168","BRA","LAM",1993,53495.1111952623,12239.0330158858,249643.852244558,33474.9710964293,54305.6431830694,154649.503273577,61762.5374708938,313027.453691065,183342.335641945,53170.8984001395,1169030.28601404,19616,298,9502,447,4534,12722,2655,6123,7870,8300,72068,5630927.82569283,2154961.39598248,17169742.2573121,4023318.68107641,5811028.03338354,13164822.6523589,8402055.6388062,18752387.0167041,20632010.6964285,4348342.00818702,100089596.205932,"VA_Q05"
"169","BRA","LAM",1994,72448.5718748381,11216.954352091,239345.552999346,33847.2286576455,62523.4964791458,164154.752726393,58961.3555700359,158332.684896222,200337.698537207,49938.8729385475,1051103.72402092,19356,277,9575,403,4449,13183,2777,6235,7973,8567,72794,238725.451100275,92922.2695758444,790275.085229303,179423.03948575,258189.760710015,603369.482828092,383812.070430223,775971.401424057,896322.845002158,192014.553047449,4411029.40384371,"VA_Q05"
"170","BRA","LAM",1995,65986.1367571528,9362.96048206541,212844.49669894,29768.4610767749,62742.0426198583,154367.287218385,58668.3660572947,80053.7760939329,214290.234303604,50871.7759710396,938955.537279048,19101,261,9535,362,4380,13673,2897,6381,8081,8874,73545,135396.388893772,53204.6285629041,454811.605069748,100700.542270935,148586.192688825,354766.191649193,224989.434933754,388992.498331106,484984.649969137,109122.566982058,2455552.84346234,"VA_Q05"
"171","BRA","LAM",1996,65340.7233641472,10789.0842353564,199045.283300485,30692.1767860449,67406.6503321771,145310.443096506,62331.9679497036,179367.1295162,227451.380283297,53996.4711095827,1041732.9052839,17709,232,9204,328,4528,13489,2906,6367,8208,9014,71986,119825.359456137,46843.099275879,389696.043276049,89260.8075020939,131852.404561911,309855.543686092,199413.800002891,322806.273513479,425617.64755337,95764.8880029882,2130937.46214129,"VA_Q05"
"172","BRA","LAM",1997,67514.0133224138,10370.2030547211,208547.268664289,33088.2528258698,74889.8861414363,150656.382040004,70890.9189504,182361.941125244,233953.889597773,55539.7047842827,1087810.9543041,17903,230,8970,339,4769,13820,3032,6464,8389,9212,73128,114051.146769287,46434.7116883075,387241.607111502,89253.0315778663,135070.200310119,311859.192807554,199758.578058,300756.975419558,407775.663501482,91750.3150440576,2083952.92849006,"VA_Q05"
"173","BRA","LAM",1998,69427.6512418223,9114.32913470344,197494.060696249,38439.5126219223,77385.4574788409,146415.508627858,74329.4509261128,186638.417286487,235631.745510494,55938.2699910337,1090815.85461075,17293,229,8447,377,5085,13962,3148,6446,8463,9294,72745,113625.109733272,46352.3349068352,373580.113475879,87055.5560863339,131589.668670962,299664.224690093,182627.590072934,293732.147393059,400434.081787744,90098.5027819991,2018759.32959911,"VA_Q05"
"174","BRA","LAM",1999,69269.23295848,12427.8677776518,203999.268754136,40706.0070486976,71241.6505642845,150104.253523887,73653.2925608697,183734.928538485,247395.18418364,58730.5756815469,1111260.89754077,18587,221,8964,347,5256,14506,3228,6741,8956,9835,76641,113779.577975773,41674.4831898602,353283.727685292,82276.8223699263,120059.668333396,278370.052090008,169316.910493289,283429.316889405,384633.709589997,86542.209543751,1913366.4781607,"VA_Q05"
"175","BRA","LAM",2000,75417.6623116297,21437.7942990606,231801.174003498,45787.3657108324,74262.1742899791,166581.319317382,96868.6320727387,172433.859559311,250068.952133698,59364.6793517775,1194024.93059611,17611,236,9494,342,5330,15554,3486,7077,9457,10386,78972,112893.946562289,43913.8150075403,382300.524344522,82776.1578656985,118277.440355293,281671.615403151,176754.093565004,273276.210985868,380918.418375638,85706.3806252775,1938488.60309028,"VA_Q05"
"176","BRA","LAM",2001,83194.3140354955,20486.3772750272,238612.632748867,41815.6667546972,74064.2177332119,174262.449019531,101719.706491745,184620.184071855,265849.778079395,59434.6484502673,1244059.97466009,16902,235,9352,357,5358,16131,3593,7217,9566,10833,79544,113150.691648061,42419.5255719081,362733.633754547,73358.2631984519,109441.628933687,266466.087593868,170517.279283097,270506.338855413,370769.313767494,81036.6081999769,1860399.3708065,"VA_Q05"
"177","BRA","LAM",2002,97004.6399272818,23509.9612191567,247041.691517934,48595.0057894963,77394.3916543656,175686.270753155,103977.377335735,203852.399422739,278446.642897223,60271.1170938436,1315779.49761093,17354,248,9651,342,5609,17020,3798,7555,9958,11095,82629,111516.59208979,43770.737338139,341747.03213797,69775.7319067208,99023.0033151647,248511.999587715,156389.196947726,264417.117579851,354946.414841158,79412.7550422485,1769510.58078648,"VA_Q05"
"178","BRA","LAM",2003,111800.203345877,25988.4857555312,272714.929041023,51840.0762437059,70953.9492873994,183826.67044219,106069.129295942,205403.629010577,279202.529568454,59964.244253069,1367763.84624377,17661,253,9985,356,5409,17480,3817,7733,10026,11316,84035,105480.376717537,40961.53428362,307446.184728333,64843.0680671297,85616.1529226935,218074.160898992,136483.552266761,233358.054319875,325465.924920898,70507.2384149727,1588237.27682854,"VA_Q05"
